256
0.0000 1.0000 2.0000 3.0000 3.0000 3.1623 3.6056 4.2426 1.0000 2.0000 3.1623 3.6056 14.0000 15.0333 14.1421 14.8661 16.1555 14.8661 13.6015 12.3693 15.2315 14.3178 13.4164 13.0000 12.6491 8.0623 8.9443 9.8489 10.7703 9.8995 10.6301 11.4018 12.2066 8.6023 9.2195 11.1803 11.6619 22.8035 21.5870 20.3961 19.2354 7.2111 5.8310 4.4721 3.1623 6.4031 5.6569 5.0000 4.2426 3.6056 5.0000 6.0828 23.3452 10.0499 7.0711 7.0000 7.0711 7.2801 4.1231 4.0000 4.1231 4.4721 6.0828 5.0990 6.3246 5.3852 7.8102 7.0711 6.4031 5.8310 11.1803 12.3693 13.6015 12.1655 13.1529 13.3417 6.0828 5.0000 15.2643 9.4340 10.0000 10.0499 10.1980 10.4403 7.6158 9.0000 8.0000 9.4868 8.5440 10.6301 9.2195 7.8102 6.4031 7.8102 8.6023 9.4340 8.6023 8.0623 7.6158 6.7082 5.8310 9.0000 13.0384 14.0357 15.0333 15.0000 4.0000 12.0830 20.6155 20.8806 21.1896 21.5407 13.4164 13.8924 14.4222 15.0000 7.6158 7.2801 5.0000 6.7082 6.0000 5.0000 22.8473 12.0000 9.8489 9.4340 9.2195 9.2195 10.2956 10.8167 11.4018 10.6301 9.8995 12.0416 14.3178 13.0384 14.0357 14.1421 18.9737 18.0278 17.0880 20.6155 19.3132 16.7631 11.0454 9.0554 8.0623 3.6056 10.7703 14.8661 24.3311 16.5529 24.3516 2.2361 2.0000 2.2361 2.8284 17.8885 16.5529 13.9284 11.6619 11.1803 10.7703 10.4403 6.0828 7.0000 8.0623 9.2195 17.2047 10.8167 8.2462 23.1948 22.0907 21.0238 20.0000 13.4536 14.2127 9.4868 10.7703 12.0830 13.4164 20.0250 20.0250 20.0998 17.0294 17.0000 17.0294 17.1172 19.0263 18.0278 19.1050 18.1108 16.0312 16.1245 11.0454 17.0000 16.1245 15.2643 17.8885 17.4929 17.0294 17.0000 16.1245 15.2643 15.8114 16.4012 7.2801 8.0623 9.0000 10.0499 7.0711 7.0711 9.0554 5.0990 5.3852 6.3246 7.2801 8.2462 5.0990 8.0000 21.5870 19.6469 18.6815 11.0454 11.4018 23.1948 22.3607 22.2036 21.2132 20.2237 20.3961 4.1231 3.6056 5.3852 4.1231 8.5440 9.2195 10.0499 11.0000 9.4868 11.4018 11.1803 11.0454 15.6525 16.1555 4.4721 2.8284 2.2361 5.6569 5.0000 4.4721 4.1231 5.0000 3.1623 8.5440 9.4868
1.0000 0.0000 1.0000 2.0000 3.1623 3.0000 3.1623 3.6056 1.4142 2.2361 2.2361 2.8284 14.0357 15.0000 13.4536 14.1421 16.5529 15.2315 13.9284 12.6491 15.6525 14.7648 13.8924 13.4164 13.0000 7.2111 8.0623 8.9443 9.8489 9.2195 9.8995 10.6301 11.4018 7.8102 8.4853 10.2956 10.8167 23.0868 21.8403 20.6155 19.4165 7.8102 6.4031 5.0000 3.6056 7.0711 6.4031 5.8310 5.0000 4.2426 4.0000 5.0990 23.1948 10.0000 7.2801 7.0711 7.0000 7.0711 4.4721 4.1231 4.0000 4.1231 6.3246 5.3852 6.0828 5.0990 7.2111 6.4031 5.6569 5.0000 11.0454 12.1655 13.3417 12.0416 13.0384 13.1529 7.0711 6.0000 15.8114 8.9443 10.0499 10.0000 10.0499 10.1980 7.2801 9.0554 8.0623 9.2195 8.2462 11.4018 10.0000 8.6023 7.2111 7.0711 7.8102 8.6023 9.4340 8.9443 8.5440 7.6158 6.7082 10.0000 13.1529 14.1421 15.1327 15.0333 3.0000 11.1803 20.3961 20.6155 20.8806 21.1896 13.0000 13.4164 13.8924 14.4222 8.0623 7.6158 5.6569 7.2111 6.0828 5.0990 22.4722 12.0416 10.7703 10.2956 10.0000 9.8995 11.1803 11.6619 12.2066 11.4018 10.6301 12.0000 14.1421 13.0000 14.0000 14.0357 19.3132 18.3848 17.4642 21.0238 19.6977 17.0880 11.0000 9.0000 8.0000 4.4721 11.1803 15.2315 24.5153 16.1555 24.0416 2.8284 2.2361 2.0000 2.2361 18.3576 17.0000 14.3178 12.2066 11.6619 11.1803 10.7703 5.0990 6.0000 7.0711 8.2462 16.6433 10.0000 7.2801 23.3452 22.2036 21.0950 20.0250 12.7279 13.4536 9.2195 10.4403 11.7047 13.0000 20.0998 20.0000 20.0250 17.1172 17.0294 17.0000 17.0294 19.1050 18.1108 19.0263 18.0278 16.1245 16.2788 11.0000 17.4929 16.6433 15.8114 17.4642 17.0000 16.4012 16.5529 15.6525 14.7648 15.2643 15.8114 6.3246 7.0711 8.0000 9.0554 6.0828 6.0828 8.0623 4.1231 4.4721 5.3852 6.3246 7.2801 4.1231 7.0000 21.3776 19.4165 18.4391 11.1803 12.0416 23.0868 22.2036 22.0907 21.0950 20.0998 20.2237 5.0990 4.2426 6.3246 5.0990 8.9443 9.4868 10.1980 11.0454 9.8489 11.7047 11.4018 11.1803 16.1245 16.5529 5.3852 3.6056 2.8284 6.4031 5.6569 5.0000 4.4721 5.8310 3.6056 7.6158 8.5440
2.0000 1.0000 0.0000 1.0000 3.6056 3.1623 3.0000 3.1623 2.2361 2.8284 1.4142 2.2361 14.1421 15.0333 12.8062 13.4536 17.0000 15.6525 14.3178 13.0000 16.1245 15.2643 14.4222 13.8924 13.4164 6.4031 7.2111 8.0623 8.9443 8.6023 9.2195 9.8995 10.6301 7.0711 7.8102 9.4340 10.0000 23.4094 22.1359 20.8806 19.6469 8.4853 7.0711 5.6569 4.2426 7.8102 7.2111 6.7082 5.8310 5.0000 3.0000 4.1231 23.0868 10.0499 7.6158 7.2801 7.0711 7.0000 5.0000 4.4721 4.1231 4.0000 6.7082 5.8310 6.0000 5.0000 6.7082 5.8310 5.0000 4.2426 11.0000 12.0416 13.1529 12.0000 13.0000 13.0384 8.0623 7.0000 16.4012 8.5440 10.1980 10.0499 10.0000 10.0499 7.0711 9.2195 8.2462 9.0554 8.0623 12.2066 10.8167 9.4340 8.0623 6.4031 7.0711 7.8102 10.2956 9.8489 9.4868 8.5440 7.6158 11.0000 13.3417 14.3178 15.2971 15.1327 2.0000 10.2956 20.2237 20.3961 20.6155 20.8806 12.6491 13.0000 13.4164 13.8924 8.6023 8.0623 6.4031 7.8102 6.3246 5.3852 22.1359 12.1655 11.7047 11.1803 10.8167 10.6301 12.0830 12.5300 13.0384 12.2066 11.4018 12.0416 14.0357 13.0384 14.0357 14.0000 19.6977 18.7883 17.8885 21.4709 20.1246 17.4642 11.0454 9.0554 8.0623 5.3852 11.6619 15.6525 24.7386 15.8114 23.7697 3.6056 2.8284 2.2361 2.0000 18.8680 17.4929 14.7648 12.8062 12.2066 11.6619 11.1803 4.1231 5.0000 6.0828 7.2801 16.1245 9.2195 6.3246 23.5372 22.3607 21.2132 20.0998 12.0416 12.7279 9.0554 10.1980 11.4018 12.6491 20.2237 20.0250 20.0000 17.2627 17.1172 17.0294 17.0000 19.2354 18.2483 19.0000 18.0000 16.2788 16.4924 11.0454 18.0278 17.2047 16.4012 17.0880 16.5529 15.8114 16.1555 15.2315 14.3178 14.7648 15.2643 5.3852 6.0828 7.0000 8.0623 5.0990 5.0990 7.0711 3.1623 3.6056 4.4721 5.3852 6.3246 3.1623 6.0000 21.2132 19.2354 18.2483 11.4018 12.7279 23.0217 22.0907 22.0227 21.0238 20.0250 20.0998 6.0828 5.0000 7.2801 6.0828 9.4340 9.8489 10.4403 11.1803 10.2956 12.0830 11.7047 11.4018 16.6433 17.0000 6.3246 4.4721 3.6056 7.2111 6.4031 5.6569 5.0000 6.7082 4.2426 6.7082 7.6158
3.0000 2.0000 1.0000 0.0000 4.2426 3.6056 3.1623 3.0000 3.1623 3.6056 1.0000 2.0000 14.3178 15.1327 12.2066 12.8062 17.4929 16.1245 14.7648 13.4164 16.6433 15.8114 15.0000 14.4222 13.8924 5.6569 6.4031 7.2111 8.0623 8.0623 8.6023 9.2195 9.8995 6.4031 7.2111 8.6023 9.2195 23.7697 22.4722 21.1896 19.9249 9.2195 7.8102 6.4031 5.0000 8.6023 8.0623 7.6158 6.7082 5.8310 2.0000 3.1623 23.0217 10.1980 8.0623 7.6158 7.2801 7.0711 5.6569 5.0000 4.4721 4.1231 7.2111 6.4031 6.0828 5.0990 6.3246 5.3852 4.4721 3.6056 11.0454 12.0000 13.0384 12.0416 13.0384 13.0000 9.0554 8.0000 17.0294 8.2462 10.4403 10.1980 10.0499 10.0000 7.0000 9.4868 8.5440 9.0000 8.0000 13.0384 11.6619 10.2956 8.9443 5.8310 6.4031 7.0711 11.1803 10.7703 10.4403 9.4868 8.5440 12.0000 13.6015 14.5602 15.5242 15.2971 1.0000 9.4340 20.0998 20.2237 20.3961 20.6155 12.3693 12.6491 13.0000 13.4164 9.2195 8.6023 7.2111 8.4853 6.7082 5.8310 21.8403 12.3693 12.6491 12.0830 11.6619 11.4018 13.0000 13.4164 13.8924 13.0384 12.2066 12.1655 14.0000 13.1529 14.1421 14.0357 20.1246 19.2354 18.3576 21.9545 20.5913 17.8885 11.1803 9.2195 8.2462 6.3246 12.2066 16.1245 25.0000 15.5242 23.5372 4.4721 3.6056 2.8284 2.2361 19.4165 18.0278 15.2643 13.4536 12.8062 12.2066 11.6619 3.1623 4.0000 5.0990 6.3246 15.6525 8.4853 5.3852 23.7697 22.5610 21.3776 20.2237 11.4018 12.0416 9.0000 10.0499 11.1803 12.3693 20.3961 20.0998 20.0250 17.4642 17.2627 17.1172 17.0294 19.4165 18.4391 19.0263 18.0278 16.4924 16.7631 11.1803 18.6011 17.8045 17.0294 16.7631 16.1555 15.2643 15.8114 14.8661 13.9284 14.3178 14.7648 4.4721 5.0990 6.0000 7.0711 4.1231 4.1231 6.0828 2.2361 2.8284 3.6056 4.4721 5.3852 2.2361 5.0000 21.0950 19.1050 18.1108 11.7047 13.4536 23.0000 22.0227 22.0000 21.0000 20.0000 20.0250 7.0711 5.8310 8.2462 7.0711 10.0000 10.2956 10.7703 11.4018 10.8167 12.5300 12.0830 11.7047 17.2047 17.4929 7.2801 5.3852 4.4721 8.0623 7.2111 6.4031 5.6569 7.6158 5.0000 5.8310 6.7082
3.0000 3.1623 3.6056 4.2426 0.0000 1.0000 2.0000 3.0000 2.0000 1.0000 3.6056 3.1623 11.0000 12.0416 16.4012 17.0294 18.9737 17.7200 16.4924 15.2971 18.0278 17.0880 16.1555 15.8114 15.5242 7.0711 8.0623 9.0554 10.0499 8.0623 8.9443 9.8489 10.7703 7.2801 7.6158 10.1980 10.4403 25.7099 24.5153 23.3452 22.2036 9.8489 8.5440 7.2801 6.0828 8.9443 8.0623 7.2111 6.7082 6.3246 5.8310 6.3246 26.3059 7.0711 10.0499 10.0000 10.0499 10.1980 7.0711 7.0000 7.0711 7.2801 9.0554 8.0623 9.2195 8.2462 10.2956 9.4340 8.6023 7.8102 8.2462 9.4868 10.7703 9.2195 10.1980 10.4403 7.2111 5.8310 12.8062 12.0830 13.0000 13.0384 13.1529 13.3417 10.4403 12.0000 11.0000 12.3693 11.4018 12.8062 11.4018 10.0000 8.6023 10.0000 10.6301 11.3137 10.6301 9.8995 9.2195 8.4853 7.8102 9.4868 10.0499 11.0454 12.0416 12.0000 5.0000 13.6015 23.5372 23.7697 24.0416 24.3516 16.1555 16.5529 17.0000 17.4929 10.4403 10.1980 7.6158 9.4868 9.0000 8.0000 25.6320 15.0000 9.0554 8.2462 7.6158 7.2111 9.2195 9.4868 9.8489 8.9443 8.0623 9.0554 11.4018 10.0499 11.0454 11.1803 21.8403 20.8806 19.9249 23.4094 22.1359 19.6469 14.0357 12.0416 11.0454 3.1623 13.6015 12.0830 27.2947 13.8924 27.2029 5.0990 5.0000 5.0990 5.3852 20.6155 19.3132 16.7631 9.2195 8.6023 8.0623 7.6158 7.2111 7.6158 8.2462 9.0554 19.7231 9.4868 9.4340 26.1725 25.0799 24.0208 23.0000 11.6619 12.5300 6.7082 8.0623 9.4340 10.8167 23.0217 23.0217 23.0868 20.0250 20.0000 20.0250 20.0998 22.0227 21.0238 22.0907 21.0950 13.0384 13.1529 8.0623 19.6977 18.7883 17.8885 20.6155 20.1246 19.4165 19.6977 18.7883 17.8885 18.3576 18.8680 8.6023 8.9443 9.4868 10.1980 8.0623 7.2801 9.2195 6.4031 5.0990 6.0828 7.0711 8.0623 5.3852 8.5440 24.5153 22.5610 21.5870 14.0357 13.8924 26.1725 25.3180 25.1794 24.1868 23.1948 23.3452 4.4721 2.0000 7.0711 5.6569 5.8310 6.3246 7.0711 8.0000 6.7082 8.5440 8.2462 8.0623 13.0384 13.4164 4.1231 2.2361 1.4142 4.1231 3.1623 2.2361 1.4142 4.0000 1.0000 8.0000 9.0000
3.1623 3.0000 3.1623 3.6056 1.0000 0.0000 1.0000 2.0000 2.2361 1.4142 2.8284 2.2361 11.0454 12.0000 15.8114 16.4012 19.3132 18.0278 16.7631 15.5242 18.3848 17.4642 16.5529 16.1555 15.8114 6.0828 7.0711 8.0623 9.0554 7.2111 8.0623 8.9443 9.8489 6.3246 6.7082 9.2195 9.4868 25.9615 24.7386 23.5372 22.3607 10.2956 8.9443 7.6158 6.3246 9.4340 8.6023 7.8102 7.2111 6.7082 5.0000 5.3852 26.1725 7.0000 10.1980 10.0499 10.0000 10.0499 7.2801 7.0711 7.0000 7.0711 9.2195 8.2462 9.0554 8.0623 9.8489 8.9443 8.0623 7.2111 8.0623 9.2195 10.4403 9.0554 10.0499 10.1980 8.0623 6.7082 13.4536 11.7047 13.0384 13.0000 13.0384 13.1529 10.1980 12.0416 11.0454 12.1655 11.1803 13.4536 12.0416 10.6301 9.2195 9.4340 10.0000 10.6301 11.3137 10.6301 10.0000 9.2195 8.4853 10.4403 10.1980 11.1803 12.1655 12.0416 4.2426 12.8062 23.3452 23.5372 23.7697 24.0416 15.8114 16.1555 16.5529 17.0000 10.7703 10.4403 8.0623 9.8489 9.0554 8.0623 25.2982 15.0333 10.0499 9.2195 8.5440 8.0623 10.1980 10.4403 10.7703 9.8489 8.9443 9.0000 11.1803 10.0000 11.0000 11.0454 22.1359 21.1896 20.2485 23.7697 22.4722 19.9249 14.0000 12.0000 11.0000 4.1231 13.9284 12.5300 27.4591 13.4164 26.9258 5.3852 5.0990 5.0000 5.0990 21.0238 19.6977 17.0880 9.8995 9.2195 8.6023 8.0623 6.4031 6.7082 7.2801 8.0623 19.2354 8.5440 8.6023 26.3059 25.1794 24.0832 23.0217 10.8167 11.6619 6.3246 7.6158 8.9443 10.2956 23.0868 23.0000 23.0217 20.0998 20.0250 20.0000 20.0250 22.0907 21.0950 22.0227 21.0238 13.1529 13.3417 8.0000 20.1246 19.2354 18.3576 20.2485 19.6977 18.8680 19.3132 18.3848 17.4642 17.8885 18.3576 7.8102 8.0623 8.5440 9.2195 7.2111 6.3246 8.2462 5.6569 4.1231 5.0990 6.0828 7.0711 4.4721 7.6158 24.3311 22.3607 21.3776 14.1421 14.4222 26.0768 25.1794 25.0799 24.0832 23.0868 23.1948 5.3852 3.0000 7.8102 6.4031 6.4031 6.7082 7.2801 8.0623 7.2111 8.9443 8.5440 8.2462 13.6015 13.8924 5.0990 3.1623 2.2361 5.0990 4.1231 3.1623 2.2361 5.0000 2.0000 7.0000 8.0000
3.6056 3.1623 3.0000 3.1623 2.0000 1.0000 0.0000 1.0000 2.8284 2.2361 2.2361 1.4142 11.1803 12.0416 15.2643 15.8114 19.6977 18.3848 17.0880 15.8114 18.7883 17.8885 17.0000 16.5529 16.1555 5.0990 6.0828 7.0711 8.0623 6.4031 7.2111 8.0623 8.9443 5.3852 5.8310 8.2462 8.5440 26.2488 25.0000 23.7697 22.5610 10.8167 9.4340 8.0623 6.7082 10.0000 9.2195 8.4853 7.8102 7.2111 4.2426 4.4721 26.0768 7.0711 10.4403 10.1980 10.0499 10.0000 7.6158 7.2801 7.0711 7.0000 9.4868 8.5440 9.0000 8.0000 9.4868 8.5440 7.6158 6.7082 8.0000 9.0554 10.1980 9.0000 10.0000 10.0499 8.9443 7.6158 14.1421 11.4018 13.1529 13.0384 13.0000 13.0384 10.0499 12.1655 11.1803 12.0416 11.0454 14.1421 12.7279 11.3137 9.8995 8.9443 9.4340 10.0000 12.0416 11.4018 10.8167 10.0000 9.2195 11.4018 10.4403 11.4018 12.3693 12.1655 3.6056 12.0416 23.1948 23.3452 23.5372 23.7697 15.5242 15.8114 16.1555 16.5529 11.1803 10.7703 8.6023 10.2956 9.2195 8.2462 25.0000 15.1327 11.0454 10.1980 9.4868 8.9443 11.1803 11.4018 11.7047 10.7703 9.8489 9.0554 11.0454 10.0499 11.0454 11.0000 22.4722 21.5407 20.6155 24.1661 22.8473 20.2485 14.0357 12.0416 11.0454 5.0990 14.3178 13.0384 27.6586 13.0000 26.6833 5.8310 5.3852 5.0990 5.0000 21.4709 20.1246 17.4642 10.6301 9.8995 9.2195 8.6023 5.6569 5.8310 6.3246 7.0711 18.7883 7.6158 7.8102 26.4764 25.3180 24.1868 23.0868 10.0000 10.8167 6.0828 7.2801 8.5440 9.8489 23.1948 23.0217 23.0000 20.2237 20.0998 20.0250 20.0000 22.2036 21.2132 22.0000 21.0000 13.3417 13.6015 8.0623 20.5913 19.7231 18.8680 19.9249 19.3132 18.3576 18.9737 18.0278 17.0880 17.4642 17.8885 7.0711 7.2111 7.6158 8.2462 6.4031 5.3852 7.2801 5.0000 3.1623 4.1231 5.0990 6.0828 3.6056 6.7082 24.1868 22.2036 21.2132 14.3178 15.0000 26.0192 25.0799 25.0200 24.0208 23.0217 23.0868 6.3246 4.0000 8.6023 7.2111 7.0711 7.2111 7.6158 8.2462 7.8102 9.4340 8.9443 8.5440 14.2127 14.4222 6.0828 4.1231 3.1623 6.0828 5.0990 4.1231 3.1623 6.0000 3.0000 6.0000 7.0000
4.2426 3.6056 3.1623 3.0000 3.0000 2.0000 1.0000 0.0000 3.6056 3.1623 2.0000 1.0000 11.4018 12.1655 14.7648 15.2643 20.1246 18.7883 17.4642 16.1555 19.2354 18.3576 17.4929 17.0000 16.5529 4.1231 5.0990 6.0828 7.0711 5.6569 6.4031 7.2111 8.0623 4.4721 5.0000 7.2801 7.6158 26.5707 25.2982 24.0416 22.8035 11.4018 10.0000 8.6023 7.2111 10.6301 9.8995 9.2195 8.4853 7.8102 3.6056 3.6056 26.0192 7.2801 10.7703 10.4403 10.1980 10.0499 8.0623 7.6158 7.2801 7.0711 9.8489 8.9443 9.0554 8.0623 9.2195 8.2462 7.2801 6.3246 8.0623 9.0000 10.0499 9.0554 10.0499 10.0000 9.8489 8.5440 14.8661 11.1803 13.3417 13.1529 13.0384 13.0000 10.0000 12.3693 11.4018 12.0000 11.0000 14.8661 13.4536 12.0416 10.6301 8.5440 8.9443 9.4340 12.8062 12.2066 11.6619 10.8167 10.0000 12.3693 10.7703 11.7047 12.6491 12.3693 3.1623 11.3137 23.0868 23.1948 23.3452 23.5372 15.2971 15.5242 15.8114 16.1555 11.6619 11.1803 9.2195 10.8167 9.4868 8.5440 24.7386 15.2971 12.0416 11.1803 10.4403 9.8489 12.1655 12.3693 12.6491 11.7047 10.7703 9.2195 11.0000 10.1980 11.1803 11.0454 22.8473 21.9317 21.0238 24.5967 23.2594 20.6155 14.1421 12.1655 11.1803 6.0828 14.7648 13.6015 27.8927 12.6491 26.4764 6.4031 5.8310 5.3852 5.0990 21.9545 20.5913 17.8885 11.4018 10.6301 9.8995 9.2195 5.0000 5.0000 5.3852 6.0828 18.3848 6.7082 7.0711 26.6833 25.4951 24.3311 23.1948 9.2195 10.0000 6.0000 7.0711 8.2462 9.4868 23.3452 23.0868 23.0217 20.3961 20.2237 20.0998 20.0250 22.3607 21.3776 22.0227 21.0238 13.6015 13.9284 8.2462 21.0950 20.2485 19.4165 19.6469 18.9737 17.8885 18.6815 17.7200 16.7631 17.0880 17.4642 6.4031 6.4031 6.7082 7.2801 5.6569 4.4721 6.3246 4.4721 2.2361 3.1623 4.1231 5.0990 2.8284 5.8310 24.0832 22.0907 21.0950 14.5602 15.6205 26.0000 25.0200 25.0000 24.0000 23.0000 23.0217 7.2801 5.0000 9.4340 8.0623 7.8102 7.8102 8.0623 8.5440 8.4853 10.0000 9.4340 8.9443 14.8661 15.0000 7.0711 5.0990 4.1231 7.0711 6.0828 5.0990 4.1231 7.0000 4.0000 5.0000 6.0000
1.0000 1.4142 2.2361 3.1623 2.0000 2.2361 2.8284 3.6056 0.0000 1.0000 3.0000 3.1623 13.0000 14.0357 14.8661 15.5563 17.0880 15.8114 14.5602 13.3417 16.1555 15.2315 14.3178 13.9284 13.6015 7.6158 8.5440 9.4868 10.4403 9.2195 10.0000 10.8167 11.6619 8.0623 8.6023 10.7703 11.1803 23.7697 22.5610 21.3776 20.2237 8.0623 6.7082 5.3852 4.1231 7.2111 6.4031 5.6569 5.0000 4.4721 5.0990 6.0000 24.3311 9.0554 8.0623 8.0000 8.0623 8.2462 5.0990 5.0000 5.0990 5.3852 7.0711 6.0828 7.2801 6.3246 8.6023 7.8102 7.0711 6.4031 10.1980 11.4018 12.6491 11.1803 12.1655 12.3693 6.3246 5.0990 14.4222 10.2956 11.0000 11.0454 11.1803 11.4018 8.5440 10.0000 9.0000 10.4403 9.4868 11.3137 9.8995 8.4853 7.0711 8.4853 9.2195 10.0000 9.2195 8.6023 8.0623 7.2111 6.4031 9.0554 12.0416 13.0384 14.0357 14.0000 4.1231 12.5300 21.5870 21.8403 22.1359 22.4722 14.3178 14.7648 15.2643 15.8114 8.5440 8.2462 5.8310 7.6158 7.0000 6.0000 23.7697 13.0000 9.4868 8.9443 8.6023 8.4853 9.8489 10.2956 10.8167 10.0000 9.2195 11.0454 13.3417 12.0416 13.0384 13.1529 19.9249 18.9737 18.0278 21.5407 20.2485 17.7200 12.0416 10.0499 9.0554 3.1623 11.7047 13.9284 25.3180 15.6525 25.2982 3.1623 3.0000 3.1623 3.6056 18.7883 17.4642 14.8661 10.8167 10.2956 9.8489 9.4868 6.3246 7.0711 8.0000 9.0554 18.0278 10.2956 8.5440 24.1868 23.0868 22.0227 21.0000 12.8062 13.6015 8.5440 9.8489 11.1803 12.5300 21.0238 21.0238 21.0950 18.0278 18.0000 18.0278 18.1108 20.0250 19.0263 20.0998 19.1050 15.0333 15.1327 10.0499 17.8885 17.0000 16.1245 18.7883 18.3576 17.8045 17.8885 17.0000 16.1245 16.6433 17.2047 7.6158 8.2462 9.0554 10.0000 7.2801 7.0000 9.0000 5.3852 5.0990 6.0828 7.0711 8.0623 5.0000 8.0623 22.5610 20.6155 19.6469 12.0416 12.2066 24.1868 23.3452 23.1948 22.2036 21.2132 21.3776 4.0000 2.8284 5.8310 4.4721 7.6158 8.2462 9.0554 10.0000 8.5440 10.4403 10.1980 10.0499 14.7648 15.2315 4.1231 2.2361 1.4142 5.0000 4.2426 3.6056 3.1623 4.4721 2.2361 8.2462 9.2195
2.0000 2.2361 2.8284 3.6056 1.0000 1.4142 2.2361 3.1623 1.0000 0.0000 3.1623 3.0000 12.0000 13.0384 15.6205 16.2788 18.0278 16.7631 15.5242 14.3178 17.0880 16.1555 15.2315 14.8661 14.5602 7.2801 8.2462 9.2195 10.1980 8.6023 9.4340 10.2956 11.1803 7.6158 8.0623 10.4403 10.7703 24.7386 23.5372 22.3607 21.2132 8.9443 7.6158 6.3246 5.0990 8.0623 7.2111 6.4031 5.8310 5.3852 5.3852 6.0828 25.3180 8.0623 9.0554 9.0000 9.0554 9.2195 6.0828 6.0000 6.0828 6.3246 8.0623 7.0711 8.2462 7.2801 9.4340 8.6023 7.8102 7.0711 9.2195 10.4403 11.7047 10.1980 11.1803 11.4018 6.7082 5.3852 13.6015 11.1803 12.0000 12.0416 12.1655 12.3693 9.4868 11.0000 10.0000 11.4018 10.4403 12.0416 10.6301 9.2195 7.8102 9.2195 9.8995 10.6301 9.8995 9.2195 8.6023 7.8102 7.0711 9.2195 11.0454 12.0416 13.0384 13.0000 4.4721 13.0384 22.5610 22.8035 23.0868 23.4094 15.2315 15.6525 16.1245 16.6433 9.4868 9.2195 6.7082 8.5440 8.0000 7.0000 24.6982 14.0000 9.2195 8.5440 8.0623 7.8102 9.4868 9.8489 10.2956 9.4340 8.6023 10.0499 12.3693 11.0454 12.0416 12.1655 20.8806 19.9249 18.9737 22.4722 21.1896 18.6815 13.0384 11.0454 10.0499 3.0000 12.6491 13.0000 26.3059 14.7648 26.2488 4.1231 4.0000 4.1231 4.4721 19.6977 18.3848 15.8114 10.0000 9.4340 8.9443 8.5440 6.7082 7.2801 8.0623 9.0000 18.8680 9.8489 8.9443 25.1794 24.0832 23.0217 22.0000 12.2066 13.0384 7.6158 8.9443 10.2956 11.6619 22.0227 22.0227 22.0907 19.0263 19.0000 19.0263 19.1050 21.0238 20.0250 21.0950 20.0998 14.0357 14.1421 9.0554 18.7883 17.8885 17.0000 19.6977 19.2354 18.6011 18.7883 17.8885 17.0000 17.4929 18.0278 8.0623 8.5440 9.2195 10.0499 7.6158 7.0711 9.0554 5.8310 5.0000 6.0000 7.0000 8.0000 5.0990 8.2462 23.5372 21.5870 20.6155 13.0384 13.0384 25.1794 24.3311 24.1868 23.1948 22.2036 22.3607 4.1231 2.2361 6.4031 5.0000 6.7082 7.2801 8.0623 9.0000 7.6158 9.4868 9.2195 9.0554 13.8924 14.3178 4.0000 2.0000 1.0000 4.4721 3.6056 2.8284 2.2361 4.1231 1.4142 8.0623 9.0554
