128
0.0000 1.4142 2.8284 4.2426 1.0000 2.0000 3.0000 3.1623 3.6056 16.4012 15.0000 13.6015 12.2066 15.8114 15.2643 14.7648 13.8924 13.0384 19.8494 19.2094 18.6011 18.0278 22.2036 21.6333 21.0950 20.5913 20.6155 21.4009 18.8680 19.7231 9.4868 8.2462 7.0711 6.0000 9.2195 9.0554 9.0000 8.0000 7.0000 12.6491 12.3693 12.1655 12.0416 15.5242 15.2971 15.1327 15.0333 13.6015 14.5602 13.0384 14.0357 7.8102 7.0711 6.4031 5.8310 2.2361 5.0000 4.1231 4.4721 16.9706 16.2788 15.6205 15.0000 6.3246 8.5440 10.4403 9.2195 8.0623 7.0000 9.4868 8.5440 7.6158 7.2801 7.0711 11.0454 14.7648 15.2315 6.3246 5.3852 4.4721 3.6056 14.1421 14.0357 14.0000 14.0357 7.2111 6.7082 6.3246 6.0828 24.5153 25.3180 25.8070 26.0768 26.4197 26.8328 26.6271 27.4591 28.3019 27.7849 27.2947 19.4165 20.3961 21.3776 22.3607 5.0990 5.0000 5.0990 5.3852 6.4031 5.6569 5.0000 4.4721 11.4018 10.7703 10.2956 10.0000 13.9284 13.3417 13.1529 9.8995 9.2195 8.6023 8.0623 8.0623 7.2111 5.6569 9.2195 8.6023
1.4142 0.0000 1.4142 2.8284 1.0000 1.4142 2.2361 2.0000 2.2361 17.8045 16.4012 15.0000 13.6015 17.2047 16.6433 16.1245 15.2643 14.4222 19.7990 19.1050 18.4391 17.8045 22.0227 21.4009 20.8087 20.2485 20.5183 21.2603 18.6011 19.4165 10.7703 9.4868 8.2462 7.0711 10.4403 10.1980 10.0499 9.0554 8.0623 12.0830 11.7047 11.4018 11.1803 14.8661 14.5602 14.3178 14.1421 13.0000 13.9284 12.1655 13.1529 9.2195 8.4853 7.8102 7.2111 1.0000 3.6056 3.0000 3.1623 18.3848 17.6918 17.0294 16.4012 7.0711 7.2801 11.7047 10.4403 9.2195 8.0623 10.7703 9.8489 8.9443 8.5440 8.2462 12.1655 14.4222 14.7648 7.6158 6.7082 5.8310 5.0000 15.2971 15.1327 15.0333 15.0000 7.0711 6.4031 5.8310 5.3852 23.7697 24.5153 25.6125 25.8070 26.0768 26.4197 26.4008 27.2029 28.0179 27.4591 26.9258 18.6815 19.6469 20.6155 21.5870 4.4721 4.1231 4.0000 4.1231 6.7082 5.8310 5.0000 4.2426 12.1655 11.4018 10.7703 10.2956 13.4164 12.6491 12.3693 11.3137 10.6301 10.0000 9.4340 9.4340 8.6023 7.0711 10.6301 10.0000
2.8284 1.4142 0.0000 1.4142 2.2361 2.0000 2.2361 1.4142 1.0000 19.2094 17.8045 16.4012 15.0000 18.6011 18.0278 17.4929 16.6433 15.8114 19.8494 19.1050 18.3848 17.6918 21.9317 21.2603 20.6155 20.0000 20.5183 21.2132 18.4391 19.2094 12.0830 10.7703 9.4868 8.2462 11.7047 11.4018 11.1803 10.1980 9.2195 11.6619 11.1803 10.7703 10.4403 14.3178 13.9284 13.6015 13.3417 12.5300 13.4164 11.4018 12.3693 10.6301 9.8995 9.2195 8.6023 1.0000 2.2361 2.2361 2.0000 19.7990 19.1050 18.4391 17.8045 8.0000 6.0828 13.0000 11.7047 10.4403 9.2195 12.0830 11.1803 10.2956 9.8489 9.4868 13.3417 14.2127 14.4222 8.9443 8.0623 7.2111 6.4031 16.4924 16.2788 16.1245 16.0312 7.2111 6.4031 5.6569 5.0000 23.0868 23.7697 25.4951 25.6125 25.8070 26.0768 26.2488 27.0185 27.8029 27.2029 26.6271 18.0278 18.9737 19.9249 20.8806 4.2426 3.6056 3.1623 3.0000 7.2801 6.3246 5.3852 4.4721 13.0384 12.1655 11.4018 10.7703 13.0384 12.0830 11.7047 12.7279 12.0416 11.4018 10.8167 10.8167 10.0000 8.4853 12.0416 11.4018
4.2426 2.8284 1.4142 0.0000 3.6056 3.1623 3.0000 2.0000 1.0000 20.6155 19.2094 17.8045 16.4012 20.0000 19.4165 18.8680 18.0278 17.2047 20.0000 19.2094 18.4391 17.6918 21.9317 21.2132 20.5183 19.8494 20.6155 21.2603 18.3848 19.1050 13.4164 12.0830 10.7703 9.4868 13.0000 12.6491 12.3693 11.4018 10.4403 11.4018 10.8167 10.2956 9.8489 13.8924 13.4164 13.0000 12.6491 12.2066 13.0384 10.7703 11.7047 12.0416 11.3137 10.6301 10.0000 2.2361 1.0000 2.2361 1.4142 21.2132 20.5183 19.8494 19.2094 9.0554 5.0000 14.3178 13.0000 11.7047 10.4403 13.4164 12.5300 11.6619 11.1803 10.7703 14.5602 14.1421 14.2127 10.2956 9.4340 8.6023 7.8102 17.7200 17.4642 17.2627 17.1172 7.6158 6.7082 5.8310 5.0000 22.4722 23.0868 25.4558 25.4951 25.6125 25.8070 26.1725 26.9072 27.6586 27.0185 26.4008 17.4642 18.3848 19.3132 20.2485 4.4721 3.6056 2.8284 2.2361 8.0623 7.0711 6.0828 5.0990 14.0000 13.0384 12.1655 11.4018 12.8062 11.6619 11.1803 14.1421 13.4536 12.8062 12.2066 12.2066 11.4018 9.8995 13.4536 12.8062
1.0000 1.0000 2.2361 3.6056 0.0000 1.0000 2.0000 2.2361 2.8284 17.0294 15.6205 14.2127 12.8062 16.4012 15.8114 15.2643 14.4222 13.6015 19.1050 18.4391 17.8045 17.2047 21.4009 20.8087 20.2485 19.7231 19.8494 20.6155 18.0278 18.8680 9.8489 8.5440 7.2801 6.0828 9.4868 9.2195 9.0554 8.0623 7.0711 11.7047 11.4018 11.1803 11.0454 14.5602 14.3178 14.1421 14.0357 12.6491 13.6015 12.0416 13.0384 8.6023 7.8102 7.0711 6.4031 1.4142 4.2426 3.1623 3.6056 17.6918 17.0294 16.4012 15.8114 7.2801 7.6158 11.4018 10.1980 9.0554 8.0000 10.4403 9.4868 8.5440 8.2462 8.0623 12.0416 13.8924 14.3178 6.7082 5.8310 5.0000 4.2426 14.3178 14.1421 14.0357 14.0000 6.4031 5.8310 5.3852 5.0990 23.5372 24.3311 25.0000 25.2389 25.5539 25.9422 25.8070 26.6271 27.4591 26.9258 26.4197 18.4391 19.4165 20.3961 21.3776 4.1231 4.0000 4.1231 4.4721 7.2111 6.4031 5.6569 5.0000 11.1803 10.4403 9.8489 9.4340 13.0000 12.3693 12.1655 10.6301 10.0000 9.4340 8.9443 8.6023 7.8102 6.4031 9.8995 9.2195
2.0000 1.4142 2.0000 3.1623 1.0000 0.0000 1.0000 1.4142 2.2361 17.6918 16.2788 14.8661 13.4536 17.0294 16.4012 15.8114 15.0000 14.2127 18.3848 17.6918 17.0294 16.4012 20.6155 20.0000 19.4165 18.8680 19.1050 19.8494 17.2047 18.0278 10.2956 8.9443 7.6158 6.3246 9.8489 9.4868 9.2195 8.2462 7.2801 10.7703 10.4403 10.1980 10.0499 13.6015 13.3417 13.1529 13.0384 11.7047 12.6491 11.0454 12.0416 9.4340 8.6023 7.8102 7.0711 1.0000 3.6056 2.2361 2.8284 18.4391 17.8045 17.2047 16.6433 8.2462 6.7082 12.3693 11.1803 10.0499 9.0000 11.4018 10.4403 9.4868 9.2195 9.0554 13.0384 13.0384 13.4164 7.2111 6.4031 5.6569 5.0000 14.5602 14.3178 14.1421 14.0357 5.6569 5.0000 4.4721 4.1231 22.5610 23.3452 24.2074 24.4131 24.6982 25.0599 25.0000 25.8070 26.6271 26.0768 25.5539 17.4642 18.4391 19.4165 20.3961 3.1623 3.0000 3.1623 3.6056 8.0623 7.2111 6.4031 5.6569 11.0454 10.1980 9.4868 8.9443 12.0830 11.4018 11.1803 11.4018 10.8167 10.2956 9.8489 9.2195 8.4853 7.2111 10.6301 9.8995
3.0000 2.2361 2.2361 3.0000 2.0000 1.0000 0.0000 1.0000 2.0000 18.3848 16.9706 15.5563 14.1421 17.6918 17.0294 16.4012 15.6205 14.8661 17.6918 16.9706 16.2788 15.6205 19.8494 19.2094 18.6011 18.0278 18.3848 19.1050 16.4012 17.2047 10.8167 9.4340 8.0623 6.7082 10.2956 9.8489 9.4868 8.5440 7.6158 9.8489 9.4868 9.2195 9.0554 12.6491 12.3693 12.1655 12.0416 10.7703 11.7047 10.0499 11.0454 10.2956 9.4340 8.6023 7.8102 1.4142 3.1623 1.4142 2.2361 19.2094 18.6011 18.0278 17.4929 9.2195 5.8310 13.3417 12.1655 11.0454 10.0000 12.3693 11.4018 10.4403 10.1980 10.0499 14.0357 12.2066 12.5300 7.8102 7.0711 6.4031 5.8310 14.8661 14.5602 14.3178 14.1421 5.0000 4.2426 3.6056 3.1623 21.5870 22.3607 23.4307 23.6008 23.8537 24.1868 24.2074 25.0000 25.8070 25.2389 24.6982 16.4924 17.4642 18.4391 19.4165 2.2361 2.0000 2.2361 2.8284 8.9443 8.0623 7.2111 6.4031 11.0000 10.0499 9.2195 8.5440 11.1803 10.4403 10.1980 12.2066 11.6619 11.1803 10.7703 9.8995 9.2195 8.0623 11.4018 10.6301
3.1623 2.0000 1.4142 2.0000 2.2361 1.4142 1.0000 0.0000 1.0000 19.1050 17.6918 16.2788 14.8661 18.4391 17.8045 17.2047 16.4012 15.6205 18.4391 17.6918 16.9706 16.2788 20.5183 19.8494 19.2094 18.6011 19.1050 19.7990 17.0294 17.8045 11.6619 10.2956 8.9443 7.6158 11.1803 10.7703 10.4403 9.4868 8.5440 10.2956 9.8489 9.4868 9.2195 13.0000 12.6491 12.3693 12.1655 11.1803 12.0830 10.1980 11.1803 10.8167 10.0000 9.2195 8.4853 1.0000 2.2361 1.0000 1.4142 19.8494 19.2094 18.6011 18.0278 9.0554 5.3852 13.6015 12.3693 11.1803 10.0499 12.6491 11.7047 10.7703 10.4403 10.1980 14.1421 12.8062 13.0384 8.6023 7.8102 7.0711 6.4031 15.8114 15.5242 15.2971 15.1327 5.8310 5.0000 4.2426 3.6056 21.8403 22.5610 24.0832 24.2074 24.4131 24.6982 24.8395 25.6125 26.4008 25.8070 25.2389 16.7631 17.7200 18.6815 19.6469 2.8284 2.2361 2.0000 2.2361 8.5440 7.6158 6.7082 5.8310 12.0000 11.0454 10.1980 9.4868 11.6619 10.7703 10.4403 12.8062 12.2066 11.6619 11.1803 10.6301 9.8995 8.6023 12.0416 11.3137
3.6056 2.2361 1.0000 1.0000 2.8284 2.2361 2.0000 1.0000 0.0000 19.8494 18.4391 17.0294 15.6205 19.2094 18.6011 18.0278 17.2047 16.4012 19.2094 18.4391 17.6918 16.9706 21.2132 20.5183 19.8494 19.2094 19.8494 20.5183 17.6918 18.4391 12.5300 11.1803 9.8489 8.5440 12.0830 11.7047 11.4018 10.4403 9.4868 10.8167 10.2956 9.8489 9.4868 13.4164 13.0000 12.6491 12.3693 11.6619 12.5300 10.4403 11.4018 11.4018 10.6301 9.8995 9.2195 1.4142 1.4142 1.4142 1.0000 20.5183 19.8494 19.2094 18.6011 9.0000 5.0990 13.9284 12.6491 11.4018 10.1980 13.0000 12.0830 11.1803 10.7703 10.4403 14.3178 13.4536 13.6015 9.4340 8.6023 7.8102 7.0711 16.7631 16.4924 16.2788 16.1245 6.7082 5.8310 5.0000 4.2426 22.1359 22.8035 24.7588 24.8395 25.0000 25.2389 25.4951 26.2488 27.0185 26.4008 25.8070 17.0880 18.0278 18.9737 19.9249 3.6056 2.8284 2.2361 2.0000 8.2462 7.2801 6.3246 5.3852 13.0000 12.0416 11.1803 10.4403 12.2066 11.1803 10.7703 13.4536 12.8062 12.2066 11.6619 11.4018 10.6301 9.2195 12.7279 12.0416
16.4012 17.8045 19.2094 20.6155 17.0294 17.6918 18.3848 19.1050 19.8494 0.0000 1.4142 2.8284 4.2426 1.0000 2.0000 3.0000 3.1623 3.6056 25.0000 25.0200 25.0799 25.1794 28.0000 28.0179 28.0713 28.1603 26.0000 27.0000 26.1725 27.1662 8.0623 9.4340 10.8167 12.2066 8.9443 9.8489 10.7703 11.1803 11.6619 23.7697 24.1661 24.5967 25.0599 26.5707 26.9258 27.3130 27.7308 24.6982 25.6320 25.9422 26.8328 8.9443 9.4340 10.0000 10.6301 18.4391 21.2603 19.7990 20.5183 2.2361 2.8284 3.6056 4.4721 15.5242 24.0832 10.0000 11.0454 12.1655 13.3417 10.0499 10.1980 10.4403 11.4018 12.3693 12.0416 23.7697 25.0000 10.6301 11.3137 12.0416 12.8062 8.0623 9.0554 10.0499 11.0454 18.3576 18.8680 19.4165 20.0000 34.9285 36.1386 31.0644 32.0156 33.0000 34.0147 32.0624 33.0606 34.0588 34.0147 34.0000 30.3645 31.3209 32.2800 33.2415 19.2094 19.8494 20.5183 21.2132 17.7200 18.0278 18.3848 18.7883 13.1529 14.3178 15.5242 16.7631 24.3516 25.0799 25.4951 6.7082 7.6158 8.5440 9.4868 8.4853 9.2195 10.8167 7.2111 7.8102
