32
0.0000 1.4142 2.8284 4.2426 1.0000 2.0000 3.0000 3.1623 3.6056 17.0880 11.4018 21.6333 22.2036 22.8035 23.4307 20.0000 20.6155 21.2603 21.9317 20.8087 22.6716 18.0278 23.3452 15.5563 21.0238 21.5407 14.8661 15.0000 15.2643 15.6525 20.0998 20.2237
1.4142 0.0000 1.4142 2.8284 1.0000 1.4142 2.2361 2.0000 2.2361 15.8114 10.1980 21.9545 22.4722 23.0217 23.6008 20.2485 20.8087 21.4009 22.0227 21.0950 22.8035 17.0000 23.3452 15.6205 20.5913 21.0238 14.8661 14.8661 15.0000 15.2643 21.0238 21.0950
2.8284 1.4142 0.0000 1.4142 2.2361 2.0000 2.2361 1.4142 1.0000 14.5602 9.0554 22.3607 22.8254 23.3238 23.8537 20.5913 21.0950 21.6333 22.2036 21.4709 23.0217 16.0312 23.4307 15.8114 20.2485 20.5913 15.0000 14.8661 14.8661 15.0000 22.0000 22.0227
4.2426 2.8284 1.4142 0.0000 3.6056 3.1623 3.0000 2.0000 1.0000 13.3417 8.0000 22.8473 23.2594 23.7065 24.1868 21.0238 21.4709 21.9545 22.4722 21.9317 23.3238 15.1327 23.6008 16.1245 20.0000 20.2485 15.2643 15.0000 14.8661 14.8661 23.0217 23.0000
1.0000 1.0000 2.2361 3.6056 0.0000 1.0000 2.0000 2.2361 2.8284 16.1555 10.4403 22.4722 23.0217 23.6008 24.2074 20.8087 21.4009 22.0227 22.6716 21.6333 23.4307 17.0294 24.0416 16.2788 21.4709 21.9317 15.5563 15.6205 15.8114 16.1245 21.0950 21.2132
2.0000 1.4142 2.0000 3.1623 1.0000 0.0000 1.0000 1.4142 2.2361 15.2315 9.4868 23.3238 23.8537 24.4131 25.0000 21.6333 22.2036 22.8035 23.4307 22.4722 24.2074 16.0312 24.7588 17.0294 21.9545 22.3607 16.2788 16.2788 16.4012 16.6433 22.0907 22.2036
3.0000 2.2361 2.2361 3.0000 2.0000 1.0000 0.0000 1.0000 2.0000 14.3178 8.5440 24.1868 24.6982 25.2389 25.8070 22.4722 23.0217 23.6008 24.2074 23.3238 25.0000 15.0333 25.4951 17.8045 22.4722 22.8254 17.0294 16.9706 17.0294 17.2047 23.0868 23.1948
3.1623 2.0000 1.4142 2.0000 2.2361 1.4142 1.0000 0.0000 1.0000 13.9284 8.2462 23.7065 24.1868 24.6982 25.2389 21.9545 22.4722 23.0217 23.6008 22.8254 24.4131 15.0000 24.8395 17.2047 21.6333 21.9545 16.4012 16.2788 16.2788 16.4012 23.0217 23.0868
3.6056 2.2361 1.0000 1.0000 2.8284 2.2361 2.0000 1.0000 0.0000 13.6015 8.0623 23.2594 23.7065 24.1868 24.6982 21.4709 21.9545 22.4722 23.0217 22.3607 23.8537 15.0333 24.2074 16.6433 20.8087 21.0950 15.8114 15.6205 15.5563 15.6205 23.0000 23.0217
17.0880 15.8114 14.5602 13.3417 16.1555 15.2315 14.3178 13.9284 13.6015 0.0000 5.8310 34.5254 34.7131 34.9285 35.1710 32.5576 32.7567 32.9848 33.2415 33.5410 34.2053 5.3852 33.8378 27.4591 28.1780 27.7849 26.4764 25.7099 25.0000 24.3516 36.2215 36.1248
